loan_id,customer_id,origination_date,product_type,original_principal_eur,term_months,apr_pct,installment_eur,purpose
L000913,C001314,2022-02-01,Credit card,9122.92,60,16.72,273.69,Revolving credit
L000914,C001380,2022-01-01,Auto loan,43688.27,48,9.284,1093.09,Vehicle purchase
L000915,C000753,2023-04-01,Personal loan,50043.48,48,15.796,1413.03,Major purchase
L000916,C000586,2022-05-01,Credit card,14579.26,60,20.164,437.38,Revolving credit
L000917,C001747,2022-03-01,Auto loan,10211.09,60,6.293,198.8,Vehicle purchase
L000918,C001255,2022-04-01,Personal loan,11968.93,72,11.081,228.31,Major purchase
L000919,C001631,2022-08-01,Auto loan,31914.66,48,6.819,761.56,Vehicle purchase
L000920,C001180,2023-04-01,Credit card,3421.85,60,13.773,102.66,Revolving credit
L000921,C001929,2022-10-01,Auto loan,27184.69,48,3.463,607.3,Vehicle purchase
L000922,C001968,2022-01-01,Credit card,5122.32,60,13.11,153.67,Revolving credit
L000923,C001262,2022-07-01,Auto loan,39714.41,48,10.113,1009.41,Vehicle purchase
L000924,C001142,2021-12-01,Credit card,4148.72,60,12.543,124.46,Revolving credit
L000925,C000483,2023-09-01,Personal loan,39101.8,48,7.546,946.28,Education
L000926,C000337,2023-09-01,Auto loan,10457.21,48,4.883,240.27,Vehicle purchase
L000927,C000632,2022-07-01,Personal loan,52267.18,36,6.229,1595.49,Major purchase
L000928,C001229,2023-01-01,Credit card,12428.99,60,17.964,372.87,Revolving credit
L000929,C000040,2023-02-01,Auto loan,47744.59,72,6.667,806.38,Vehicle purchase
L000930,C000306,2022-12-01,Credit card,9870.5,60,23.316,296.11,Revolving credit
L000931,C001139,2018-05-01,Mortgage,307755.96,240,4.896,2013.43,Home purchase
L000932,C001890,2021-01-01,Auto loan,34833.06,72,8.557,620.25,Vehicle purchase
L000933,C001787,2022-07-01,Credit card,13141.36,60,17.973,394.24,Revolving credit
L000934,C000074,2023-05-01,Credit card,17509.11,60,22.269,525.27,Revolving credit
L000935,C000749,2023-08-01,Auto loan,23930.02,60,6.748,471.01,Vehicle purchase
L000936,C000283,2023-09-01,Personal loan,43330.77,36,13.283,1465.9,Home improvement
L000937,C000910,2023-04-01,Auto loan,25846.06,36,4.729,771.49,Vehicle purchase
L000938,C001621,2021-08-01,Credit card,6955.46,60,22.478,208.66,Revolving credit
L000939,C001824,2023-09-01,Personal loan,14079.88,60,9.677,296.92,Debt consolidation
L000940,C000648,2023-09-01,Mortgage,146769.73,240,5.386,1000.17,Home purchase
L000941,C001106,2022-02-01,Auto loan,40458.76,72,3.587,625.4,Vehicle purchase
L000942,C001930,2023-01-01,Personal loan,46162.62,60,4.365,857.78,Major purchase
L000943,C000287,2022-02-01,Auto loan,39325.25,48,10.259,1002.29,Vehicle purchase
L000944,C000781,2022-07-01,Auto loan,46247.49,48,9.967,1172.22,Vehicle purchase
L000945,C001362,2021-08-01,Credit card,8970.13,60,16.489,269.1,Revolving credit
L000946,C000234,2021-12-01,Credit card,21288.0,60,20.057,638.64,Revolving credit
L000947,C001383,2018-07-01,Mortgage,380938.24,240,2.437,2007.01,Home purchase
L000948,C001353,2022-10-01,Credit card,12782.4,60,18.846,383.47,Revolving credit
L000949,C000192,2023-06-01,Personal loan,41174.34,36,7.528,1281.31,Education
L000950,C002023,2021-07-01,Auto loan,9995.46,60,8.31,204.16,Vehicle purchase
L000951,C001701,2019-02-01,Mortgage,381645.56,240,2.808,2080.15,Home purchase
L000952,C000044,2021-04-01,Personal loan,30813.49,72,6.596,519.38,Debt consolidation
L000953,C000430,2023-08-01,Auto loan,25583.12,48,6.551,607.3,Vehicle purchase
L000954,C001873,2022-08-01,Personal loan,52999.95,60,10.335,1134.85,Home improvement
L000955,C001507,2022-09-01,Credit card,11609.62,60,18.536,348.29,Revolving credit
L000956,C000538,2022-05-01,Auto loan,41017.95,48,9.241,1025.44,Vehicle purchase
L000957,C000044,2019-01-01,Mortgage,287357.75,180,3.25,2019.11,Home purchase
L000958,C000223,2023-05-01,Mortgage,315307.85,180,4.548,2419.81,Home purchase
L000959,C001906,2021-07-01,Credit card,19011.56,60,19.236,570.35,Revolving credit
L000960,C001659,2023-10-01,Auto loan,12223.89,48,3.901,275.46,Vehicle purchase
L000961,C000158,2023-07-01,Auto loan,54044.84,72,4.429,856.15,Vehicle purchase
L000962,C001523,2020-06-01,Mortgage,296192.87,300,4.291,1611.4,Home purchase
L000963,C001694,2022-10-01,Personal loan,32772.11,60,15.426,786.99,Debt consolidation
L000964,C002000,2023-06-01,Personal loan,10503.26,24,5.748,464.32,Debt consolidation
L000965,C001799,2021-08-01,Credit card,22491.87,60,21.841,674.76,Revolving credit
L000966,C000820,2023-09-01,Credit card,8325.17,60,13.837,249.76,Revolving credit
L000967,C000987,2023-07-01,Mortgage,340455.13,300,2.726,1566.33,Home purchase
L000968,C001697,2023-09-01,Personal loan,30751.46,60,15.23,735.3,Debt consolidation
L000969,C001528,2022-03-01,Credit card,2116.93,60,15.722,63.51,Revolving credit
L000970,C000655,2023-10-01,Auto loan,31549.0,48,10.484,807.51,Vehicle purchase
L000971,C000205,2020-05-01,Mortgage,133437.23,240,5.51,918.68,Home purchase
L000972,C000001,2022-10-01,Credit card,5958.89,60,16.005,178.77,Revolving credit
L000973,C000753,2021-11-01,Personal loan,39060.35,72,8.257,689.76,Debt consolidation
L000974,C001416,2023-07-01,Personal loan,21795.07,36,14.212,747.15,Major purchase
L000975,C000418,2023-08-01,Personal loan,53324.22,72,4.038,835.2,Home improvement
L000976,C000872,2022-10-01,Personal loan,43127.72,48,12.262,1141.27,Home improvement
L000977,C001907,2022-11-01,Auto loan,19762.44,60,4.301,366.65,Vehicle purchase
L000978,C000186,2021-07-01,Credit card,5271.66,60,21.956,158.15,Revolving credit
L000979,C000355,2021-07-01,Personal loan,19272.76,72,4.82,308.78,Home improvement
L000980,C001752,2022-12-01,Personal loan,39053.77,36,7.614,1216.85,Major purchase
L000981,C001724,2022-05-01,Credit card,4581.5,60,12.862,137.44,Revolving credit
L000982,C000442,2022-09-01,Credit card,15582.13,60,19.1,467.46,Revolving credit
L000983,C000813,2022-06-01,Personal loan,11094.04,60,6.84,218.84,Home improvement
L000984,C000017,2023-06-01,Auto loan,26192.98,60,8.41,536.25,Vehicle purchase
L000985,C001784,2018-07-01,Mortgage,234340.95,240,1.96,1181.1,Home purchase
L000986,C001953,2021-02-01,Auto loan,41116.68,72,4.679,656.07,Vehicle purchase
L000987,C000825,2022-04-01,Personal loan,47431.12,48,4.349,1078.36,Debt consolidation
L000988,C001912,2023-06-01,Credit card,13520.04,60,23.013,405.6,Revolving credit
L000989,C001696,2023-05-01,Auto loan,30399.55,60,10.392,651.78,Vehicle purchase
L000990,C001587,2022-01-01,Personal loan,22676.88,60,8.708,467.52,Major purchase
L000991,C001091,2022-05-01,Credit card,13078.77,60,12.765,392.36,Revolving credit
L000992,C001170,2023-04-01,Personal loan,34779.61,60,15.722,840.65,Debt consolidation
L000993,C000018,2021-11-01,Credit card,22110.58,60,16.442,663.32,Revolving credit
L000994,C001545,2023-03-01,Mortgage,243807.58,240,2.342,1273.26,Home purchase
L000995,C000122,2023-01-01,Credit card,11294.94,60,20.789,338.85,Revolving credit
L000996,C000100,2021-12-01,Credit card,17945.58,60,12.598,538.37,Revolving credit
L000997,C001370,2021-11-01,Auto loan,53570.57,60,4.125,989.61,Vehicle purchase
L000998,C000329,2022-02-01,Personal loan,52643.45,48,15.215,1470.86,Home improvement
L000999,C000564,2023-07-01,Personal loan,33898.42,36,12.527,1134.46,Home improvement
L001000,C000160,2022-09-01,Credit card,21008.47,60,17.945,630.25,Revolving credit
L001001,C001643,2022-10-01,Personal loan,3704.74,36,9.218,118.19,Home improvement
L001002,C001297,2022-01-01,Auto loan,27176.07,48,9.792,686.54,Vehicle purchase
L001003,C001647,2023-09-01,Credit card,15422.91,60,19.027,462.69,Revolving credit
L001004,C000097,2023-03-01,Personal loan,54430.94,36,6.686,1672.88,Home improvement
L001005,C000553,2022-10-01,Auto loan,53218.75,60,7.623,1069.5,Vehicle purchase
L001006,C001726,2022-10-01,Personal loan,24438.55,48,5.025,563.08,Home improvement
L001007,C001279,2023-08-01,Personal loan,36894.81,24,7.604,1661.99,Major purchase
L001008,C000317,2023-09-01,Personal loan,25253.73,60,14.093,588.83,Debt consolidation
L001009,C000343,2022-12-01,Personal loan,34059.17,48,8.196,834.63,Major purchase
L001010,C001101,2020-08-01,Mortgage,137345.24,240,3.764,815.28,Home purchase
L001011,C000535,2023-04-01,Personal loan,38088.7,48,15.02,1060.43,Debt consolidation
L001012,C001638,2023-09-01,Credit card,4331.73,60,21.044,129.95,Revolving credit
L001013,C000484,2022-02-01,Auto loan,13939.95,60,5.046,263.36,Vehicle purchase
L001014,C001005,2022-09-01,Personal loan,32916.04,36,11.923,1092.08,Debt consolidation
L001015,C002009,2023-05-01,Auto loan,22959.33,36,6.202,700.57,Vehicle purchase
L001016,C002042,2022-11-01,Personal loan,34174.29,72,9.824,630.08,Debt consolidation
L001017,C000675,2022-05-01,Auto loan,11635.89,72,6.115,193.47,Vehicle purchase
L001018,C001208,2021-12-01,Credit card,8319.86,60,15.098,249.6,Revolving credit
L001019,C002044,2021-04-01,Auto loan,47767.44,72,3.593,738.5,Vehicle purchase
L001020,C000865,2022-08-01,Auto loan,24678.41,60,3.274,446.45,Vehicle purchase
L001021,C001195,2022-10-01,Personal loan,12034.55,48,10.831,310.06,Home improvement
L001022,C001457,2021-10-01,Credit card,23128.94,60,17.856,693.87,Revolving credit
L001023,C000363,2023-02-01,Credit card,20669.62,60,18.528,620.09,Revolving credit
L001024,C000480,2023-02-01,Auto loan,61676.72,48,4.693,1411.82,Vehicle purchase
L001025,C000083,2021-11-01,Credit card,16350.88,60,13.311,490.53,Revolving credit
L001026,C001843,2021-07-01,Credit card,19235.2,60,22.947,577.06,Revolving credit
L001027,C000413,2022-01-01,Auto loan,18671.87,48,4.311,424.2,Vehicle purchase
L001028,C000891,2022-11-01,Auto loan,42689.29,60,6.759,840.46,Vehicle purchase
L001029,C000534,2023-05-01,Credit card,6780.88,60,17.559,203.43,Revolving credit
L001030,C002032,2023-09-01,Credit card,3156.69,60,20.921,94.7,Revolving credit
L001031,C002043,2022-02-01,Credit card,9233.86,60,20.484,277.02,Revolving credit
L001032,C001593,2022-11-01,Credit card,4394.4,60,18.419,131.83,Revolving credit
L001033,C000920,2022-03-01,Mortgage,392206.15,240,4.673,2518.04,Home purchase
L001034,C000413,2022-03-01,Credit card,22194.66,60,13.693,665.84,Revolving credit
L001035,C002024,2021-08-01,Mortgage,212363.11,240,2.696,1145.66,Home purchase
L001036,C001350,2022-10-01,Mortgage,380954.11,240,3.492,2207.83,Home purchase
L001037,C000084,2023-01-01,Auto loan,50652.48,48,7.057,1214.27,Vehicle purchase
L001038,C001901,2023-09-01,Personal loan,3259.93,36,5.478,98.4,Debt consolidation
L001039,C000699,2023-05-01,Auto loan,33786.2,60,9.245,705.37,Vehicle purchase
L001040,C000734,2022-12-01,Credit card,13343.56,60,19.466,400.31,Revolving credit
L001041,C002016,2023-07-01,Personal loan,37129.15,48,9.264,928.61,Home improvement
L001042,C000472,2022-12-01,Credit card,14418.68,60,20.021,432.56,Revolving credit
L001043,C000026,2018-07-01,Mortgage,403052.85,240,2.364,2109.27,Home purchase
L001044,C000937,2023-09-01,Auto loan,30943.53,48,7.924,754.31,Vehicle purchase
L001045,C000486,2022-08-01,Auto loan,58698.04,36,7.078,1814.52,Vehicle purchase
L001046,C001697,2021-09-01,Credit card,22060.14,60,19.559,661.8,Revolving credit
L001047,C001108,2022-02-01,Personal loan,54729.91,60,4.012,1008.23,Home improvement
L001048,C001718,2021-05-01,Auto loan,53837.6,72,6.082,894.33,Vehicle purchase
L001049,C000623,2021-12-01,Personal loan,5834.8,60,14.516,137.33,Debt consolidation
L001050,C001713,2021-05-01,Auto loan,53397.84,72,5.641,875.94,Vehicle purchase
L001051,C001712,2021-12-01,Personal loan,13524.43,72,13.476,274.9,Debt consolidation
L001052,C000224,2023-07-01,Personal loan,47062.94,48,7.914,1147.04,Home improvement
L001053,C001923,2022-03-01,Credit card,11476.32,60,14.811,344.29,Revolving credit
L001054,C001587,2023-08-01,Auto loan,38123.72,48,6.267,900.02,Vehicle purchase
L001055,C000076,2023-01-01,Credit card,18521.1,60,18.668,555.63,Revolving credit
L001056,C000628,2022-10-01,Personal loan,14273.4,48,8.759,353.56,Debt consolidation
L001057,C000960,2023-05-01,Personal loan,43525.89,24,12.414,2057.33,Home improvement
L001058,C000474,2022-10-01,Auto loan,19303.16,60,10.07,410.8,Vehicle purchase
L001059,C001342,2023-08-01,Credit card,18823.79,60,18.449,564.71,Revolving credit
L001060,C001204,2023-03-01,Auto loan,30502.88,72,7.891,533.19,Vehicle purchase
L001061,C001141,2023-07-01,Auto loan,17886.54,60,4.781,335.75,Vehicle purchase
L001062,C000352,2022-11-01,Auto loan,15262.59,60,7.662,307.01,Vehicle purchase
L001063,C001130,2020-10-01,Mortgage,288095.95,240,4.735,1859.33,Home purchase
L001064,C000266,2023-08-01,Personal loan,34452.1,36,7.009,1063.91,Home improvement
L001065,C000087,2022-01-01,Credit card,20565.59,60,17.356,616.97,Revolving credit
L001066,C000331,2022-10-01,Credit card,16051.1,60,22.43,481.53,Revolving credit
L001067,C001140,2023-10-01,Personal loan,3101.85,60,9.532,65.19,Debt consolidation
L001068,C001045,2022-04-01,Credit card,12551.63,60,20.613,376.55,Revolving credit
L001069,C000028,2022-09-01,Personal loan,6053.43,36,4.761,180.78,Major purchase
L001070,C000624,2023-02-01,Auto loan,41370.96,60,6.618,811.76,Vehicle purchase
L001071,C000868,2021-07-01,Personal loan,21870.63,60,4.447,407.21,Home improvement
L001072,C001940,2023-05-01,Personal loan,20023.44,36,12.012,665.18,Debt consolidation
L001073,C000814,2022-06-01,Auto loan,22571.6,60,3.867,414.34,Vehicle purchase
L001074,C001955,2022-11-01,Credit card,8082.21,60,13.636,242.47,Revolving credit
L001075,C001018,2022-03-01,Personal loan,51624.89,48,4.164,1169.44,Major purchase
L001076,C001310,2023-06-01,Personal loan,53993.68,36,7.289,1674.32,Home improvement
L001077,C001772,2022-11-01,Personal loan,25733.1,48,9.792,650.09,Major purchase
L001078,C001336,2022-12-01,Auto loan,11347.85,72,8.908,204.03,Vehicle purchase
L001079,C000653,2022-06-01,Credit card,6118.0,60,20.875,183.54,Revolving credit
L001080,C001851,2022-06-01,Personal loan,25244.22,60,11.434,554.36,Debt consolidation
L001081,C000557,2022-01-01,Credit card,18626.11,60,23.183,558.78,Revolving credit
L001082,C000261,2023-04-01,Personal loan,13294.25,36,15.105,461.54,Major purchase
L001083,C001727,2022-07-01,Personal loan,28352.79,36,9.187,904.08,Debt consolidation
L001084,C000309,2022-01-01,Auto loan,46336.1,60,8.869,958.92,Vehicle purchase
L001085,C001490,2023-02-01,Auto loan,49251.74,60,8.746,1016.31,Vehicle purchase
L001086,C001571,2023-06-01,Personal loan,11789.68,24,15.383,573.79,Debt consolidation
L001087,C001584,2022-10-01,Personal loan,29925.95,48,10.596,767.6,Major purchase
L001088,C001393,2023-06-01,Personal loan,52460.7,60,10.246,1120.98,Debt consolidation
L001089,C001548,2023-07-01,Personal loan,39088.86,48,8.404,961.71,Debt consolidation
L001090,C001476,2021-10-01,Credit card,9327.21,60,23.369,279.82,Revolving credit
L001091,C001571,2023-05-01,Credit card,3613.0,60,14.943,108.39,Revolving credit
L001092,C000007,2021-01-01,Auto loan,58991.94,72,8.746,1055.93,Vehicle purchase
L001093,C001157,2021-12-01,Credit card,5837.24,60,23.431,175.12,Revolving credit
L001094,C001367,2020-12-01,Mortgage,310262.12,240,4.928,2035.31,Home purchase
L001095,C002031,2023-01-01,Mortgage,164034.51,240,5.611,1138.7,Home purchase
L001096,C001217,2022-07-01,Auto loan,11472.83,60,6.624,225.14,Vehicle purchase
L001097,C000724,2021-07-01,Personal loan,9319.52,60,4.389,173.27,Major purchase
L001098,C001583,2023-10-01,Credit card,17218.57,60,16.025,516.56,Revolving credit
L001099,C002005,2023-01-01,Credit card,11850.94,60,21.064,355.53,Revolving credit
L001100,C000326,2022-09-01,Credit card,15442.73,60,14.401,463.28,Revolving credit
L001101,C001624,2023-09-01,Personal loan,49186.02,36,10.783,1605.23,Home improvement
L001102,C000696,2023-10-01,Personal loan,31247.37,24,6.541,1392.53,Debt consolidation
L001103,C001136,2023-03-01,Credit card,10525.35,60,22.364,315.76,Revolving credit
L001104,C001157,2022-05-01,Credit card,17314.38,60,19.014,519.43,Revolving credit
L001105,C000112,2023-09-01,Personal loan,23916.99,36,5.558,722.82,Education
L001106,C001488,2022-08-01,Auto loan,51937.21,72,3.934,811.0,Vehicle purchase
L001107,C000614,2022-09-01,Personal loan,3006.27,36,11.525,99.17,Home improvement
L001108,C001573,2022-08-01,Personal loan,53975.65,72,8.27,953.51,Home improvement
L001109,C001545,2022-09-01,Credit card,2963.59,60,20.632,88.91,Revolving credit
L001110,C000073,2022-11-01,Personal loan,16295.07,60,15.628,393.05,Major purchase
L001111,C001178,2021-10-01,Credit card,3290.4,60,18.223,98.71,Revolving credit
L001112,C000389,2022-05-01,Credit card,9657.26,60,19.341,289.72,Revolving credit
L001113,C001430,2023-05-01,Personal loan,53389.86,36,15.601,1866.53,Debt consolidation
L001114,C000086,2022-02-01,Personal loan,7895.48,48,5.882,185.0,Home improvement
L001115,C001767,2022-02-01,Personal loan,30972.43,60,11.51,681.32,Major purchase
L001116,C000123,2022-07-01,Auto loan,29323.04,60,4.861,551.49,Vehicle purchase
L001117,C001922,2023-06-01,Personal loan,50157.71,72,15.064,1062.34,Debt consolidation
L001118,C000209,2022-11-01,Personal loan,35662.73,60,15.565,859.02,Major purchase
L001119,C000570,2023-09-01,Credit card,6468.83,60,19.673,194.06,Revolving credit
L001120,C000477,2022-09-01,Personal loan,25391.52,36,4.486,755.16,Major purchase
L001121,C000829,2022-09-01,Auto loan,13253.85,48,3.881,298.55,Vehicle purchase
L001122,C001516,2023-09-01,Personal loan,4642.17,48,15.534,130.46,Debt consolidation
L001123,C001826,2022-02-01,Personal loan,13616.63,60,11.21,297.48,Debt consolidation
L001124,C000447,2021-11-01,Personal loan,6167.16,60,8.517,126.58,Debt consolidation
L001125,C001457,2023-02-01,Credit card,9279.67,60,13.044,278.39,Revolving credit
L001126,C000064,2023-09-01,Mortgage,283159.23,180,3.528,2028.11,Home purchase
L001127,C001028,2023-03-01,Personal loan,38161.58,36,12.065,1268.7,Home improvement
L001128,C000483,2022-04-01,Credit card,23219.49,60,22.317,696.58,Revolving credit
L001129,C000841,2022-01-01,Auto loan,49882.64,72,9.406,909.26,Vehicle purchase
L001130,C000218,2022-07-01,Personal loan,49865.37,36,5.234,1499.76,Debt consolidation
L001131,C000267,2022-12-01,Credit card,16227.2,60,20.873,486.82,Revolving credit
L001132,C001450,2020-11-01,Mortgage,190302.15,300,3.026,905.02,Home purchase
L001133,C001863,2023-07-01,Auto loan,33953.69,60,5.428,647.43,Vehicle purchase
L001134,C001289,2022-10-01,Credit card,12160.52,60,14.364,364.82,Revolving credit
L001135,C000686,2022-12-01,Mortgage,403025.29,240,1.972,2033.41,Home purchase
L001136,C000448,2023-08-01,Mortgage,181306.84,240,3.033,1008.5,Home purchase
L001137,C001819,2022-02-01,Credit card,17293.73,60,13.479,518.81,Revolving credit
L001138,C001098,2023-04-01,Personal loan,15362.66,60,9.209,320.46,Major purchase
