loan_id,snapshot_month,actual_synthetic_target,predicted_probability,risk_tier,data_split
L001123,2024-07-01,0,0.05213963,High,train
L001124,2024-07-01,0,0.02846325,Low,train
L001125,2024-07-01,0,0.02300067,Low,train
L001126,2024-07-01,0,0.03994825,Monitor,train
L001127,2024-07-01,0,0.04386531,Monitor,train
L001128,2024-07-01,0,0.05164564,High,train
L001129,2024-07-01,0,0.0536863,High,train
L001130,2024-07-01,0,0.02489678,Low,train
L001131,2024-07-01,0,0.0282718,Low,train
L001132,2024-07-01,0,0.03484978,Monitor,train
L001133,2024-07-01,0,0.02596117,Low,train
L001134,2024-07-01,0,0.02756688,Low,train
L001135,2024-07-01,0,0.02907957,Low,train
L001136,2024-07-01,0,0.03744965,Monitor,train
L001137,2024-07-01,0,0.03590871,Monitor,train
L001138,2024-07-01,0,0.03117779,Low,train
L001139,2024-07-01,0,0.25475053,Critical,train
L001140,2024-07-01,0,0.03946665,Monitor,train
L001141,2024-07-01,0,0.03582977,Monitor,train
L001142,2024-07-01,0,0.02728325,Low,train
L001143,2024-07-01,0,0.02829376,Low,train
L001144,2024-07-01,0,0.03156668,Low,train
L001145,2024-07-01,0,0.02287743,Low,train
L001146,2024-07-01,0,0.03096567,Low,train
L001147,2024-07-01,0,0.06975607,High,train
L001148,2024-07-01,0,0.03228146,Low,train
L001149,2024-07-01,0,0.034075,Low,train
L001150,2024-07-01,0,0.02737602,Low,train
L001151,2024-07-01,0,0.03273535,Low,train
L001152,2024-07-01,0,0.04236653,Monitor,train
L001153,2024-07-01,0,0.04554215,Monitor,train
L001154,2024-07-01,0,0.06153676,High,train
L001155,2024-07-01,0,0.06096698,High,train
L001156,2024-07-01,0,0.04299021,Monitor,train
L001157,2024-07-01,0,0.03871059,Monitor,train
L001158,2024-07-01,0,0.03122401,Low,train
L001159,2024-07-01,0,0.05605984,High,train
L001160,2024-07-01,0,0.03420335,Low,train
L001161,2024-07-01,0,0.03719455,Monitor,train
L001162,2024-07-01,0,0.03338268,Low,train
L001163,2024-07-01,0,0.06138695,High,train
L001164,2024-07-01,0,0.02874053,Low,train
L001165,2024-07-01,0,0.02637605,Low,train
L001166,2024-07-01,0,0.04560609,Monitor,train
L001167,2024-07-01,0,0.03675595,Monitor,train
L001168,2024-07-01,0,0.0325138,Low,train
L001169,2024-07-01,0,0.03930808,Monitor,train
L001170,2024-07-01,0,0.06922143,High,train
L001171,2024-07-01,0,0.03308078,Low,train
L001172,2024-07-01,0,0.04096255,Monitor,train
L001173,2024-07-01,0,0.02517178,Low,train
L001174,2024-07-01,0,0.02919225,Low,train
L001175,2024-07-01,0,0.03243585,Low,train
L001176,2024-07-01,0,0.03811249,Monitor,train
L001177,2024-07-01,0,0.05030888,High,train
L001178,2024-07-01,0,0.03127303,Low,train
L001179,2024-07-01,0,0.03853333,Monitor,train
L001180,2024-07-01,0,0.03173547,Low,train
L001181,2024-07-01,0,0.02713188,Low,train
L001182,2024-07-01,0,0.02963426,Low,train
L001183,2024-07-01,0,0.04448533,Monitor,train
L001184,2024-07-01,0,0.02669723,Low,train
L001185,2024-07-01,0,0.03787226,Monitor,train
L001186,2024-07-01,0,0.03663037,Monitor,train
L001187,2024-07-01,0,0.03039729,Low,train
L001188,2024-07-01,0,0.0269945,Low,train
L001189,2024-07-01,0,0.03340796,Low,train
L001190,2024-07-01,0,0.04706409,High,train
L001191,2024-07-01,0,0.03058236,Low,train
L001192,2024-07-01,0,0.03418594,Low,train
L001193,2024-07-01,0,0.03674217,Monitor,train
L001194,2024-07-01,0,0.02563172,Low,train
L001195,2024-07-01,0,0.0311339,Low,train
L001196,2024-07-01,0,0.04539818,Monitor,train
L001197,2024-07-01,0,0.04036613,Monitor,train
L001198,2024-07-01,0,0.03917009,Monitor,train
L001199,2024-07-01,0,0.03978938,Monitor,train
L001200,2024-07-01,0,0.03305735,Low,train
L001201,2024-07-01,0,0.03166187,Low,train
L001202,2024-07-01,0,0.02757274,Low,train
L001203,2024-07-01,0,0.02660707,Low,train
L001204,2024-07-01,0,0.05719623,High,train
L001205,2024-07-01,0,0.04790232,High,train
L001206,2024-07-01,0,0.0440789,Monitor,train
L001207,2024-07-01,0,0.04204862,Monitor,train
L001208,2024-07-01,0,0.07889723,High,train
L001209,2024-07-01,0,0.04986533,High,train
L001210,2024-07-01,0,0.03205971,Low,train
L001211,2024-07-01,0,0.04427726,Monitor,train
L001212,2024-07-01,0,0.03606943,Monitor,train
L001213,2024-07-01,0,0.03489358,Monitor,train
L001214,2024-07-01,0,0.03242726,Low,train
L001215,2024-07-01,0,0.07121013,High,train
L001216,2024-07-01,0,0.03083084,Low,train
L001217,2024-07-01,0,0.0304615,Low,train
L001218,2024-07-01,0,0.02391291,Low,train
L001219,2024-07-01,0,0.043968,Monitor,train
L001220,2024-07-01,0,0.03544445,Monitor,train
L001221,2024-07-01,0,0.03378404,Low,train
L001222,2024-07-01,0,0.0269758,Low,train
L001223,2024-07-01,0,0.03491292,Monitor,train
L001224,2024-07-01,0,0.03314437,Low,train
L001225,2024-07-01,1,0.03849363,Monitor,train
L001226,2024-07-01,0,0.06552356,High,train
L001227,2024-07-01,0,0.02682697,Low,train
L001228,2024-07-01,0,0.03148435,Low,train
L001229,2024-07-01,0,0.03484865,Monitor,train
L001230,2024-07-01,0,0.03747999,Monitor,train
L001231,2024-07-01,0,0.0436988,Monitor,train
L001232,2024-07-01,0,0.08321492,High,train
L001233,2024-07-01,0,0.04815973,High,train
L001234,2024-07-01,0,0.04096444,Monitor,train
L001235,2024-07-01,0,0.02959555,Low,train
L001236,2024-07-01,0,0.18225758,Critical,train
L001237,2024-07-01,0,0.0312561,Low,train
L001238,2024-07-01,0,0.03010854,Low,train
L001239,2024-07-01,1,0.03968657,Monitor,train
L001240,2024-07-01,0,0.03612144,Monitor,train
L001241,2024-07-01,0,0.0377029,Monitor,train
L001242,2024-07-01,0,0.02287747,Low,train
L001243,2024-07-01,0,0.04684909,High,train
L001244,2024-07-01,0,0.02914282,Low,train
L001245,2024-07-01,0,0.0288344,Low,train
L001246,2024-07-01,0,0.03026754,Low,train
L001247,2024-07-01,0,0.02229932,Low,train
L001248,2024-07-01,0,0.03091135,Low,train
L001249,2024-07-01,0,0.03816623,Monitor,train
L001250,2024-07-01,0,0.02577351,Low,train
L001251,2024-07-01,0,0.03871347,Monitor,train
L001252,2024-07-01,0,0.02446336,Low,train
L001253,2024-07-01,0,0.03465,Monitor,train
L001254,2024-07-01,0,0.02928167,Low,train
L001255,2024-07-01,0,0.02599426,Low,train
L001256,2024-07-01,0,0.0541101,High,train
L001257,2024-07-01,0,0.02375904,Low,train
L001258,2024-07-01,0,0.03689502,Monitor,train
L001259,2024-07-01,0,0.02984101,Low,train
L001260,2024-07-01,1,0.03410919,Low,train
L001261,2024-07-01,0,0.06154087,High,train
L001262,2024-07-01,0,0.03025267,Low,train
L001263,2024-07-01,0,0.07068217,High,train
L001264,2024-07-01,0,0.02749752,Low,train
L001265,2024-07-01,0,0.04384804,Monitor,train
L001266,2024-07-01,0,0.02624556,Low,train
L001267,2024-07-01,0,0.028388,Low,train
L001268,2024-07-01,0,0.06532969,High,train
L001269,2024-07-01,0,0.03662339,Monitor,train
L001270,2024-07-01,0,0.28186283,Critical,train
L001271,2024-07-01,0,0.03337459,Low,train
L001272,2024-07-01,0,0.03461164,Low,train
L001273,2024-07-01,0,0.0714459,High,train
L001274,2024-07-01,0,0.03549437,Monitor,train
L001275,2024-07-01,0,0.02968712,Low,train
L001276,2024-07-01,0,0.02624704,Low,train
L001277,2024-07-01,0,0.03572548,Monitor,train
L001278,2024-07-01,0,0.03118282,Low,train
L001279,2024-07-01,0,0.03366805,Low,train
L001280,2024-07-01,0,0.03736098,Monitor,train
L001281,2024-07-01,0,0.03889063,Monitor,train
L001282,2024-07-01,0,0.02793832,Low,train
L001283,2024-07-01,0,0.03218,Low,train
L001284,2024-07-01,0,0.04186232,Monitor,train
L001285,2024-07-01,0,0.03957863,Monitor,train
L001286,2024-07-01,0,0.03345373,Low,train
L001287,2024-07-01,0,0.04046788,Monitor,train
L001288,2024-07-01,0,0.03185159,Low,train
L001289,2024-07-01,0,0.14091666,Critical,train
L001290,2024-07-01,0,0.03410342,Low,train
L001291,2024-07-01,0,0.0237072,Low,train
L001292,2024-07-01,1,0.5118475,Critical,train
L001293,2024-07-01,0,0.03407645,Low,train
L001294,2024-07-01,0,0.0331019,Low,train
L001295,2024-07-01,0,0.02056548,Low,train
L001296,2024-07-01,0,0.0323136,Low,train
L001297,2024-07-01,1,0.06050476,High,train
L001298,2024-07-01,0,0.04222284,Monitor,train
L001299,2024-07-01,0,0.03869552,Monitor,train
L001300,2024-07-01,0,0.03561977,Monitor,train
L001301,2024-07-01,0,0.04095172,Monitor,train
L001302,2024-07-01,0,0.02431001,Low,train
L001303,2024-07-01,0,0.03403851,Low,train
L001304,2024-07-01,1,0.03083174,Low,train
L001305,2024-07-01,0,0.02717358,Low,train
L001306,2024-07-01,0,0.03198273,Low,train
L001307,2024-07-01,0,0.02803634,Low,train
L001308,2024-07-01,0,0.02358341,Low,train
L001309,2024-07-01,1,0.45188006,Critical,train
L001310,2024-07-01,0,0.02820146,Low,train
L001311,2024-07-01,0,0.04576924,High,train
L001312,2024-07-01,0,0.03376496,Low,train
L001313,2024-07-01,0,0.02913004,Low,train
L001314,2024-07-01,0,0.0504268,High,train
L001315,2024-07-01,0,0.03834088,Monitor,train
L001316,2024-07-01,0,0.02580782,Low,train
L001317,2024-07-01,0,0.03554684,Monitor,train
L001318,2024-07-01,0,0.0310473,Low,train
L001319,2024-07-01,0,0.03503463,Monitor,train
L001320,2024-07-01,0,0.02837191,Low,train
L001321,2024-07-01,0,0.02756793,Low,train
L001322,2024-07-01,0,0.08623394,High,train
L001323,2024-07-01,0,0.04127084,Monitor,train
L001324,2024-07-01,0,0.029604,Low,train
L001325,2024-07-01,0,0.02477011,Low,train
L001326,2024-07-01,0,0.03744007,Monitor,train
L001327,2024-07-01,0,0.0303211,Low,train
L001328,2024-07-01,0,0.04223557,Monitor,train
L001329,2024-07-01,0,0.04002653,Monitor,train
L001330,2024-07-01,0,0.03539501,Monitor,train
L001331,2024-07-01,0,0.03249172,Low,train
L001332,2024-07-01,0,0.0260082,Low,train
L001333,2024-07-01,0,0.03141298,Low,train
L001334,2024-07-01,0,0.02945286,Low,train
L001335,2024-07-01,1,0.38438406,Critical,train
L001336,2024-07-01,0,0.03660961,Monitor,train
L001337,2024-07-01,0,0.02809204,Low,train
L001338,2024-07-01,0,0.03812435,Monitor,train
L001339,2024-07-01,0,0.04616168,High,train
L001340,2024-07-01,0,0.02534411,Low,train
L001341,2024-07-01,0,0.06522279,High,train
L001342,2024-07-01,0,0.0551343,High,train
L001343,2024-07-01,0,0.02767342,Low,train
L001344,2024-07-01,0,0.04561145,Monitor,train
L001345,2024-07-01,0,0.05455618,High,train
L001346,2024-07-01,0,0.06286255,High,train
L001347,2024-07-01,0,0.06638861,High,train
L001348,2024-07-01,0,0.0468284,High,train
L001349,2024-07-01,0,0.02836185,Low,train
L001350,2024-07-01,0,0.02590676,Low,train
L001351,2024-07-01,0,0.03093565,Low,train
L001352,2024-07-01,0,0.03112546,Low,train
L001353,2024-07-01,0,0.06589167,High,train
L001354,2024-07-01,0,0.27554915,Critical,train
L001355,2024-07-01,0,0.02426566,Low,train
L001356,2024-07-01,0,0.09232582,High,train
L001357,2024-07-01,0,0.03867057,Monitor,train
L001358,2024-07-01,0,0.03959118,Monitor,train
L001359,2024-07-01,0,0.02721071,Low,train
L001360,2024-07-01,0,0.03528395,Monitor,train
L001361,2024-07-01,0,0.03301481,Low,train
L001362,2024-07-01,0,0.03592086,Monitor,train
L001363,2024-07-01,0,0.05285908,High,train
L001364,2024-07-01,0,0.09193353,High,train
L001365,2024-07-01,0,0.03535349,Monitor,train
L001366,2024-07-01,0,0.03321512,Low,train
L001367,2024-07-01,0,0.02582821,Low,train
L001368,2024-07-01,0,0.03438502,Low,train
L001369,2024-07-01,0,0.03968142,Monitor,train
L001370,2024-07-01,0,0.07751418,High,train
L001371,2024-07-01,0,0.0274182,Low,train
L001372,2024-07-01,0,0.03215176,Low,train
L001373,2024-07-01,0,0.05536319,High,train
L001374,2024-07-01,0,0.04383288,Monitor,train
L001375,2024-07-01,0,0.02535333,Low,train
L001376,2024-07-01,0,0.03029404,Low,train
L001377,2024-07-01,1,0.05072775,High,train
L001378,2024-07-01,0,0.02937337,Low,train
L001379,2024-07-01,0,0.03533093,Monitor,train
L001380,2024-07-01,0,0.03979229,Monitor,train
L001381,2024-07-01,0,0.21293693,Critical,train
L001382,2024-07-01,0,0.04756431,High,train
L001383,2024-07-01,0,0.02849918,Low,train
L001384,2024-07-01,0,0.02614085,Low,train
L001385,2024-07-01,0,0.0321441,Low,train
L001386,2024-07-01,0,0.03215443,Low,train
L001387,2024-07-01,0,0.09032304,High,train
L001388,2024-07-01,0,0.03610204,Monitor,train
L001389,2024-07-01,0,0.03789915,Monitor,train
L001390,2024-07-01,0,0.03377378,Low,train
L001391,2024-07-01,0,0.03602828,Monitor,train
L001392,2024-07-01,0,0.02992277,Low,train
L001393,2024-07-01,0,0.03926243,Monitor,train
L001394,2024-07-01,0,0.06338218,High,train
L001395,2024-07-01,0,0.02441918,Low,train
L001396,2024-07-01,0,0.03385091,Low,train
L001397,2024-07-01,0,0.03138106,Low,train
L001398,2024-07-01,0,0.03056431,Low,train
L001399,2024-07-01,1,0.03084085,Low,train
L001400,2024-07-01,0,0.03432022,Low,train
L001401,2024-07-01,0,0.03204677,Low,train
L001402,2024-07-01,0,0.03227393,Low,train
L001403,2024-07-01,0,0.0435003,Monitor,train
L001404,2024-07-01,0,0.04224254,Monitor,train
L001405,2024-07-01,1,0.04008748,Monitor,train
L001406,2024-07-01,0,0.03388567,Low,train
L001407,2024-07-01,0,0.03031378,Low,train
L001408,2024-07-01,0,0.02998684,Low,train
L001409,2024-07-01,0,0.05052564,High,train
L001410,2024-07-01,0,0.02735193,Low,train
L001411,2024-07-01,0,0.0320555,Low,train
L001412,2024-07-01,0,0.03629065,Monitor,train
L001413,2024-07-01,0,0.03899304,Monitor,train
L001414,2024-07-01,0,0.03359093,Low,train
L001415,2024-07-01,0,0.06477747,High,train
L001416,2024-07-01,0,0.03280542,Low,train
L001417,2024-07-01,0,0.03321392,Low,train
L001418,2024-07-01,0,0.0288524,Low,train
L001419,2024-07-01,0,0.05098625,High,train
L001420,2024-07-01,1,0.05372806,High,train
L001421,2024-07-01,0,0.03837174,Monitor,train
L001422,2024-07-01,0,0.04876089,High,train
L001423,2024-07-01,0,0.02519488,Low,train
L001424,2024-07-01,0,0.04059895,Monitor,train
L001425,2024-07-01,1,0.53863186,Critical,train
L001426,2024-07-01,0,0.03186796,Low,train
L001427,2024-07-01,0,0.03218719,Low,train
L001428,2024-07-01,0,0.02531415,Low,train
L001429,2024-07-01,0,0.04628705,High,train
L001430,2024-07-01,0,0.03995664,Monitor,train
L001431,2024-07-01,0,0.03732321,Monitor,train
L001432,2024-07-01,0,0.06663166,High,train
L001433,2024-07-01,0,0.28169933,Critical,train
L001434,2024-07-01,0,0.03238535,Low,train
L001435,2024-07-01,0,0.05675192,High,train
L001436,2024-07-01,0,0.04599225,High,train
L001437,2024-07-01,0,0.03531881,Monitor,train
L001438,2024-07-01,0,0.03634435,Monitor,train
L001439,2024-07-01,0,0.02229542,Low,train
L001440,2024-07-01,0,0.03779734,Monitor,train
L001441,2024-07-01,0,0.04707779,High,train
L001442,2024-07-01,0,0.03058675,Low,train
L001443,2024-07-01,0,0.03348238,Low,train
L001444,2024-07-01,0,0.03862824,Monitor,train
L001445,2024-07-01,0,0.03267604,Low,train
L001446,2024-07-01,0,0.03022667,Low,train
L001447,2024-07-01,1,0.63562885,Critical,train
L001448,2024-07-01,0,0.26166058,Critical,train
L001449,2024-07-01,0,0.03297961,Low,train
L001450,2024-07-01,0,0.04239447,Monitor,train
L001451,2024-07-01,0,0.04583113,High,train
L001452,2024-07-01,0,0.04505923,Monitor,train
L001453,2024-07-01,0,0.02635217,Low,train
L001454,2024-07-01,1,0.31529314,Critical,train
L001455,2024-07-01,0,0.06274648,High,train
L001456,2024-07-01,0,0.03990022,Monitor,train
L001457,2024-07-01,0,0.03511322,Monitor,train
L001458,2024-07-01,0,0.03499925,Monitor,train
L001459,2024-07-01,0,0.04121024,Monitor,train
L001460,2024-07-01,0,0.02570517,Low,train
L001461,2024-07-01,0,0.02444231,Low,train
L001462,2024-07-01,0,0.04601327,High,train
L001463,2024-07-01,0,0.03123661,Low,train
L001464,2024-07-01,0,0.05349151,High,train
L001465,2024-07-01,0,0.02689539,Low,train
L001466,2024-07-01,0,0.03023713,Low,train
L001467,2024-07-01,0,0.02564614,Low,train
L001468,2024-07-01,0,0.02317143,Low,train
L001469,2024-07-01,0,0.44708787,Critical,train
L001470,2024-07-01,0,0.03881956,Monitor,train
L001471,2024-07-01,0,0.03714504,Monitor,train
L001472,2024-07-01,0,0.05477059,High,train
L001473,2024-07-01,0,0.03737274,Monitor,train
L001474,2024-07-01,0,0.13100703,Critical,train
L001475,2024-07-01,0,0.03775923,Monitor,train
L001476,2024-07-01,0,0.03623755,Monitor,train
L001477,2024-07-01,0,0.03228069,Low,train
L001478,2024-07-01,0,0.03041857,Low,train
L001479,2024-07-01,0,0.02806288,Low,train
L001480,2024-07-01,0,0.1923846,Critical,train
L001481,2024-07-01,0,0.02353206,Low,train
L001482,2024-07-01,0,0.03170563,Low,train
L001483,2024-07-01,0,0.02387465,Low,train
L001484,2024-07-01,0,0.02906616,Low,train
L001485,2024-07-01,0,0.04232889,Monitor,train
L001486,2024-07-01,0,0.02802783,Low,train
L001487,2024-07-01,0,0.02708362,Low,train
L001488,2024-07-01,0,0.03594564,Monitor,train
L001489,2024-07-01,0,0.02981777,Low,train
L001490,2024-07-01,0,0.03492917,Monitor,train
L001491,2024-07-01,0,0.03156816,Low,train
L001492,2024-07-01,0,0.0555021,High,train
L001493,2024-07-01,0,0.03319568,Low,train
L001494,2024-07-01,0,0.02823505,Low,train
L001495,2024-07-01,1,0.03041044,Low,train
L001496,2024-07-01,0,0.07745711,High,train
L001497,2024-07-01,0,0.03048764,Low,train
L001498,2024-07-01,0,0.03380311,Low,train
L001499,2024-07-01,0,0.02276909,Low,train
L001500,2024-07-01,0,0.08023694,High,train
L001501,2024-07-01,0,0.03037276,Low,train
L001502,2024-07-01,0,0.03965037,Monitor,train
L001503,2024-07-01,0,0.03865969,Monitor,train
L001504,2024-07-01,0,0.02613815,Low,train
L001505,2024-07-01,0,0.03580103,Monitor,train
L001506,2024-07-01,0,0.03465041,Monitor,train
L001507,2024-07-01,0,0.03554295,Monitor,train
L001508,2024-07-01,0,0.03127544,Low,train
L001509,2024-07-01,0,0.13483362,Critical,train
L001510,2024-07-01,0,0.03727395,Monitor,train
L001511,2024-07-01,0,0.03812153,Monitor,train
L001512,2024-07-01,0,0.0489894,High,train
L001513,2024-07-01,0,0.08856342,High,train
L001514,2024-07-01,0,0.04500241,Monitor,train
L001515,2024-07-01,0,0.03817697,Monitor,train
L001516,2024-07-01,0,0.19652943,Critical,train
L001517,2024-07-01,0,0.04461082,Monitor,train
L001518,2024-07-01,0,0.02584019,Low,train
L001519,2024-07-01,0,0.02162911,Low,train
L001520,2024-07-01,0,0.04130655,Monitor,train
L001521,2024-07-01,0,0.0403112,Monitor,train
L001522,2024-07-01,0,0.03118306,Low,train
L001523,2024-07-01,0,0.02936067,Low,train
L001524,2024-07-01,0,0.03886733,Monitor,train
L001525,2024-07-01,0,0.48442685,Critical,train
L001526,2024-07-01,0,0.03160896,Low,train
L001527,2024-07-01,0,0.03292356,Low,train
L001528,2024-07-01,0,0.19706344,Critical,train
L001529,2024-07-01,0,0.03384889,Low,train
L001530,2024-07-01,0,0.03151114,Low,train
L001531,2024-07-01,0,0.03763535,Monitor,train
L001532,2024-07-01,0,0.02549485,Low,train
L001533,2024-07-01,0,0.03351044,Low,train
L001534,2024-07-01,0,0.03396031,Low,train
L001535,2024-07-01,0,0.03238936,Low,train
L001536,2024-07-01,0,0.19385489,Critical,train
L001537,2024-07-01,0,0.04350387,Monitor,train
L001538,2024-07-01,0,0.0278649,Low,train
L001539,2024-07-01,0,0.02907495,Low,train
L001540,2024-07-01,0,0.0689857,High,train
L001541,2024-07-01,0,0.03696245,Monitor,train
L001542,2024-07-01,0,0.02106934,Low,train
L001543,2024-07-01,0,0.02732826,Low,train
L001544,2024-07-01,0,0.03052231,Low,train
L001545,2024-07-01,0,0.050751,High,train
L001546,2024-07-01,0,0.03388568,Low,train
L001547,2024-07-01,1,0.02190277,Low,train
L001548,2024-07-01,0,0.03227834,Low,train
L001549,2024-07-01,0,0.03495641,Monitor,train
L001550,2024-07-01,0,0.03332718,Low,train
L001551,2024-07-01,0,0.09003064,High,train
L001552,2024-07-01,0,0.04681613,High,train
L001553,2024-07-01,0,0.03710039,Monitor,train
L001554,2024-07-01,0,0.02541541,Low,train
L001555,2024-07-01,0,0.04751347,High,train
L001556,2024-07-01,0,0.03839031,Monitor,train
L001557,2024-07-01,0,0.05633696,High,train
L001558,2024-07-01,0,0.04518155,Monitor,train
L001559,2024-07-01,1,0.04665341,High,train
L001560,2024-07-01,1,0.03511086,Monitor,train
L001561,2024-07-01,0,0.05993175,High,train
L001562,2024-07-01,0,0.02611373,Low,train
L001563,2024-07-01,0,0.0299186,Low,train
L001564,2024-07-01,0,0.05863261,High,train
